,NPP,psi_leaf,transpiration,K_frac,GPP,gsCanopy,time
0,-16.053235358884756,-4.27777622566215,61.01327622142355,0.5138989798173412,141.81890474401095,1.119920455961854,1
1,-29.443430507249875,-4.50945356647138,41.692176480823456,0.39956963709099413,99.04961421648323,0.7652747760175349,2
2,54.324167308927755,-3.6361009852604846,131.95656017598182,0.7931672470946268,235.9106585989752,2.422109747116861,3
3,-40.21269007625127,-4.279926915452954,68.74289070957677,0.5123326221823055,163.1828023871901,1.261800287993269,4
4,54.010520398686495,-3.66053186816021,161.62762873801452,0.784358389164668,327.8752219088752,2.9667327978816607,5
5,-91.38839942327473,-3.889273426136393,141.6079978945057,0.6969211957500517,229.8235572061792,1.8679342746069756,6
6,8.976051049072433,-3.4797559468416135,216.33940259206005,0.8401434549952486,290.014042105475,2.853707354515075,7
7,-62.70504076056022,-4.069851604591901,94.64119383768828,0.616153702095853,153.19015072648844,1.248400742808606,8
8,-53.92301367998577,-3.771314455621227,159.7019560126513,0.7447011399887734,248.9232051885092,2.106609526250362,9
9,34.24510595392108,-3.274477040582201,302.0079356141021,0.8881067444592826,380.61471708353275,3.983750794620661,10
10,-36.45323831739635,-4.206238903607242,71.03701333212159,0.5498869393171508,132.41185237664644,1.0600237308529383,11
11,5.439862571309442,-3.7761362712988706,134.2185398762074,0.7431819586209504,224.82542327131796,2.0028268463938534,12
12,-118.95524051223285,-4.520507728456926,53.99631731144142,0.39363052081895433,99.72520716173548,0.80574020561914,13
13,-19.298279485642237,-4.058678383427468,85.99770499375339,0.6216217273957526,154.41383765963977,1.2832691552791986,14
14,-148.63632353880212,-4.80492722471511,37.94120452091022,0.2687783987802036,62.3338575056617,0.5661636840118044,15
15,-121.42194858536021,-4.463116267775914,57.37655931763001,0.4215829823392031,97.53544855591112,0.7873299575342989,16
16,-111.66278265011167,-4.41984865668445,60.09196986611021,0.442892349994374,103.06407254355044,0.8245912380511004,17
17,-44.606587244454325,-4.238474272230607,64.69660017140612,0.5343333158536627,109.1195266445702,0.8877766821740247,18
18,-82.21010859488845,-4.791720620176956,29.89385092465831,0.2748988626425688,49.79151600690148,0.4102080128010729,19
